"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
54,2018-12-13 15:26:00,"CEPLAC","CEPEC","81880","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"P. Fiaschi",NA,NA,NA,NA,"O. P. Harvei","32",NA,1994,"02","06",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Km 8 na estrada Jussari/Palmira. Faz. Teimoso. RPPN Serra do Teimoso.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
55,2019-02-15 12:05:13,"CEPLAC","CEPEC","81223","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"A. M. de Carvalho","6686",NA,1998,"12","20",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca. 7,5Km percorrendo mais 1,7Km até a sede da Faz. Teimoso. RPPN Serra do Teimoso.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
56,2019-04-02 19:22:34,"CEPLAC","CEPEC","59167","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K. S. Valdemarin",NA,NA,NA,NA,"W. W. Thomas","9801",NA,1986,"11","06",NA,NA,NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande na Rod. p/ Itacaré. Fazenda Lagoa do Conj. Sta. Cruz.",-39.016667,-14.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,NA
57,2019-04-02 19:22:34,"CEPLAC","CEPEC","59725","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K. S. Valdemarin",NA,NA,NA,NA,"A. M. Amorim","1440",NA,1993,"11","10",NA,NA,NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (REBIO). (IBAMA). Entrada no Km 46 Rod. BA--001 Ilhéus/Uma.",-39.083333,-15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,NA
58,2019-04-02 19:22:34,"CEPLAC","CEPEC","68074","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K. S. Valdemarin",NA,NA,NA,NA,"W. W. Thomas","11035",NA,1995,"11","18",NA,NA,NA,"Brasil","Bahia","UNA","5Km ao S de Una Rod. p/ Cananvierias, depois 0.8Km ao SW da estrada.",-39.055,-15.332778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,NA
59,2018-12-13 15:26:00,"CEPLAC","CEPEC","81117","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"A. M. Amorim","2202",NA,1998,"02","21",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. Árvore 350.",-39.528611,-15.158056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003","<ll>dwc_commonname:</ll> Murta",NA,NA
60,2018-12-13 15:26:00,"CEPLAC","CEPEC","81584","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"P. Fiaschi",NA,NA,NA,NA,"A. M. Amorim","2590",NA,2005,"11","09",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari Faz. Teimoso. RPPN Serra do Teimoso.",-39.528611,-15.158056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
61,2018-12-13 15:26:00,"CEPLAC","CEPEC","81742","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"P. Fiaschi",NA,NA,NA,NA,"A. M. Amorim","2689",NA,1998,"11","21",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso RPPN Serra do Teimoso.",-39.528611,-15.158056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
62,2018-12-13 15:26:00,"CEPLAC","CEPEC","84705","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","2366",NA,2000,"01","14",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km Rod. Jussari/Palmira.Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 26. Árvore 743.",-39.536111,-15.160278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003","<ll>dwc_commonname:</ll> Murta",NA,NA
63,2018-12-13 15:26:00,"CEPLAC","CEPEC","84713","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","2368",NA,2000,"01","14",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso.Parcela 26. Árvore 745.",-39.536111,-15.160278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2000","<ll>dwc_commonname:</ll> Murta",NA,NA
64,2018-12-13 15:26:00,"CEPLAC","CEPEC","90646","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","3755",NA,2001,"09","12",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Entrada 7,5Km Rod. Jusari/Palmira. Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 37. Árvore 1053.",-39.531111,-15.154444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
65,2018-12-13 15:26:00,"CEPLAC","CEPEC","90875","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","3744",NA,2001,"08","12",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Entrada 7,5Km Rod. Jussari/Palmira. Faz.Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 36. Árvore 1034.",-39.531111,-15.154444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
66,2018-12-13 15:26:00,"CEPLAC","CEPEC","91078","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"W. W. Thomas","12690",NA,2002,"10","30",NA,NA,NA,"Brasil","Bahia","AURELINO LEAL","11.2Km ao W da BVR-101 Rod. pra Aurelino Leal, aredores de Lage do Banco.",-39.366667,-14.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
67,2018-12-13 15:26:00,"CEPLAC","CEPEC","99932","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"W. W. Thomas","13505",NA,2003,"07","24",NA,NA,NA,"Brasil","Bahia","ITORORÓ","Fazenda Santa Ana, 14,4Km ao SW de Itajú do Colonia na Rod. P/ Rio do Meio, depois 2,7Km na beira da mata.",-39.8325,-15.150278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2006",NA,NA,NA
68,2018-12-13 15:26:00,"CEPLAC","CEPEC","82048","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"A. M. Amorim",NA,NA,NA,NA,"J. G. Jardim","1923",NA,1999,"01","16",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca. 7,5Km Faz. Teimoso, 1,5Km a E da entrada. RPPN Serra do Teimoso. Árvore 592.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003","<ll>dwc_commonname:</ll> Murta",NA,NA
69,2019-02-15 12:05:13,"CEPLAC","CEPEC","82145","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"J. G. Jardim","1862",NA,1999,"01","01",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca. 7,5Km Faz. Teimoso a 1,5Km a E da entrada. RPPN Serra do Teimoso.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,NA
70,2018-12-13 15:26:00,"CEPLAC","CEPEC","87834","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"J. G. Jardim","1523",NA,1982,"02","05",NA,NA,NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso.",-39.583333,-15.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2003",NA,NA,NA
71,2019-02-15 12:05:13,"CEPLAC","CEPEC","4820","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"J. A. de Jesus","186",NA,1968,"10","31",NA,NA,NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC.",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/07/1984",NA,NA,"auto"
72,2019-04-02 19:22:34,"CEPLAC","CEPEC","33913","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K. S. Valdemarin",NA,NA,NA,NA,"M. P. M. de Lima","19",NA,1992,"02","18",NA,NA,NA,"Brasil","Bahia","ILHÉUS","Entre os Kms. 5-8 da estrada Olivença/Maruim.",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,"auto"
73,2018-12-13 15:26:00,"CEPLAC","CEPEC","30699","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"T. S. dos Santos","3838",NA,1982,"12","29",NA,NA,NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/07/1984","<ll>dwc_commonname:</ll> Murta",NA,"auto"
74,2019-02-15 12:05:13,"CEPLAC","CEPEC","26216","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"J. L. Hage","1555",NA,1981,"12","08",NA,NA,NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005",NA,NA,"auto"
75,2019-02-15 12:05:13,"CEPLAC","CEPEC","42420","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"M. Sobral","5572",NA,1987,"03","01",NA,NA,NA,"Brasil","Bahia","ILHÉUS","Ramal da BA-262 a Castelo Novo.",-39.0494003295898,-14.7889003753662,61245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA,NA,"auto"
76,2019-02-15 12:05:13,"CEPLAC","CEPEC","8060","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"M. Sobral",NA,NA,NA,NA,"T. S. dos Santos","2136",NA,1971,"11","13",NA,NA,NA,"Brasil","Bahia","IPIAÚ","Rod. Ipiaú/Ibirataia.",-39.7338981628418,-14.1372003555298,24789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/07/1984",NA,NA,"auto"
77,2019-04-02 19:22:34,"CEPLAC","CEPEC","7852","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,"K. S. Valdemarin",NA,NA,NA,NA,"R. S. Pinheiro","1686",NA,1971,"10","29",NA,NA,NA,"Brasil","Bahia","UNA","Rod. Una/Arataca Dendhewea S/A Fazenda Iguaçu.",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,"auto"
78,2019-02-27 17:02:53,"UFSJ","HUFSJ","8898","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Moreau, JS",2014,NA,NA,NA,"Moreau, JS","79",NA,2013,"02","21",NA,NA,NA,"Brasil","Espirito Santo","Aracruz","Área da Fibria Celulose S.A. Transecto 5, parcela 30, individuo 55.",-40.123889,-19.802222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas opostas, simples. Fruto parecido com uma goiaba (micro). Pêndulo grande e \"ele\" na ponta.","HUFSJ008898",NA
79,2019-02-27 17:02:53,"UFSJ","HUFSJ","3292","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2012,NA,NA,NA,"Saueressig, D; Henke, A","1458",NA,2011,"08","28",NA,NA,NA,"Brasil","Paraná","Bocaiuva do Sul",NA,-49.1150016784668,-25.2061004638672,61623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coletada em subosque de Floresta Ombrófila Mista.","HUFSJ003292","auto"
80,2019-02-27 17:02:53,"UFSJ","HUFSJ","2448","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2006,"08","25",NA,"Silva, IA","364",NA,1982,"11","29",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.",-40.634444,-79.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porte arbóreo, botão branco, flor branca, descamação em placas, fuste cilindrica, casca escamosa.","HUFSJ002448",NA
81,2019-02-27 17:02:53,"UFSJ","HUFSJ","2449","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2006,"08","25",NA,"Folli, DA","479",NA,1983,"11","25",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.",-40.626667,-79.441667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porte arbóreo, fruto maduro amarelo roxo, descamação em placas, fuste cilindrica, casca escamosa.","HUFSJ002449",NA
82,2019-02-27 17:02:53,"UFSJ","HUFSJ","2441","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2006,"08","25",NA,"Folli, DA","412",NA,1982,"11","22",NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.",-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porte arbóreo, botão verde claro, flor branca, descamação em placas, fuste cilindrica, casca escamosa.","HUFSJ002441","auto"
83,2016-09-19 19:11:42,"UnB","UB","130976","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2013,"03",NA,NA,"Thomas, WW","11035",NA,1995,"11","18",NA,NA,"Southern America","Brasil","Bahia","Una","5km south of Una on road to Canavieiras then 0,8km southwest of highway",-39.055,-15.332778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Old flowers pale green.; Small tree 4m.; Restinga forest",NA,NA
84,2016-09-19 19:11:42,"UnB","UB","131064","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2013,"03",NA,NA,"Thomas, WW","9801",NA,1993,"05","05",NA,NA,"Southern America","Brasil","Bahia","Uruçuca","7,3km north of Serra Grande on road to Itacaré",-39.016667,-14.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowers white.; Tree 8m.",NA,NA
85,2016-09-19 19:11:42,"UnB","UB","142793","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2014,"02",NA,NA,"Thomas, WW; Carvalho, AM; Sant'Ana, SC","12718",NA,2001,"11","02",NA,NA,"Southern America","Brasil","Bahia","Una","Fazenda Bolandeira, ca. 5km N of Comandatuba on fazenda road paralleling canal between mainland and Ilha de Comandatuba",-39.006389,-15.310833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leaves lustrous yellow-green above, paler beneath; floers old, calyx pale olive; young fruit olive tinged reddish.; Tree 7m.; Restinga forest",NA,NA
86,2016-09-19 19:11:42,"UnB","UB","142803","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2013,"03",NA,NA,"Lopes, MMM; Gomes, LCJ; Santos, BR","715",NA,2006,"05","23",NA,NA,"Southern America","Brasil","Bahia","Almadina","Serra do Corcovado. 9,8km ao SW de Coroací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco",-39.603333,-14.705833,NA,NA,650,860,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas cartáceas, fortemente discolores.; Árvore 10m. Frutos verde-claros, tornando-se avermelhados na base e no ápice.; Floresta ombrófila densa montana",NA,NA
87,2016-09-19 19:11:42,"UnB","UB","167986","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2014,"02",NA,NA,"Fiaschi, P; Amorim, A; Paixão, JL; Sant'Ana, SC","1975",NA,2004,"02","14",NA,NA,"Southern America","Brasil","Bahia","Jussari","Entrada à esq. ca de 7,5 km após Jussari RPPN serra do Teimoso",-39.536111,-16.510278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta ca. 8m alt. Folhas fortemente discolores. Frutos amarelados, passando a vináceos.",NA,NA
88,2016-09-19 19:11:42,"UnB","UB","130550","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Sobral, M",2005,NA,NA,NA,"Hatschbach, G","68617",NA,1998,"10","17",NA,NA,"Southern America","Brasil","Bahia","Una","Reserva BIológica de Una",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flor alva.; Árvore 8m.; Restinga arbórea",NA,"auto"
89,2016-09-19 19:11:42,"UnB","UB","131057","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","(O. Berg) Kiaersk.","Faria, JEQ",2013,"03",NA,NA,"Thomas, WW","11035",NA,1995,"11","18",NA,NA,"Southern America","Brasil","Bahia","Una","5km south of Una on road to Canavieiras",-39.055,-15.332778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Old flowers pale green.; Small tree 4m.; Restinga forest",NA,NA
90,2019-07-24 18:58:07,"IF","SPSF","36812","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla",NA,NA,NA,NA,NA,NA,"G. Hatschbach & J.M.Silva & L.A.Ferreira","68617",NA,1998,"10","17",NA,NA,"América do Sul","Brasil","BA","Una","Reserva Biológica",-39.0752983093262,-15.2932996749878,36070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: restinga arbórea&nf;;",NA,"auto"
91,2017-09-11 20:11:14,"UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg",NA,NA,NA,NA,NA,"Luschnath, B","s.n.",NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Original herbarium: Mart.; Hamadryas, Dryas; HABITAT: Hamadryas, Dryas",NA,NA
92,2017-09-11 20:09:57,"UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,"Luschnath, B","s.n",NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2017-09-11 20:09:57,"UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth.",NA,NA,NA,NA,NA,"Pohl, JBE","s.n",NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2019-05-22 13:14:51,"IBt","SP","348508","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",NA,NA,NA,NA,"Jardim, JG; et al.","1862",NA,1999,"01","01",NA,NA,NA,"Brasil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7,5km Faz. Teimoso, a 1,5km E da entrada , Reserfa do patrimônio Natural (RPPN), Serra do Teimoso. Floresta semi decidual.",-39.583333,-15.166667,NA,NA,400,400,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta ca. 5m alt., folhas discolores, verdes na face superior e face inferior mais clara. Frutos imaturos verdes, roxos quase negros quando maduros.",NA,NA
95,2019-05-22 13:14:51,"IBt","SP","345383","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2007,NA,NA,NA,"Carvalho, AM; Silva, MM; Costa, J; Queiroz, EP; Stradmann, MTS; Santos, IS","6686",NA,1998,"12","20",NA,NA,NA,"Brasil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca, 7,5km percorreno mais 1,7km até a sede da faz. Teimoso, Serra do Teimoso, RPPN Serra do Teimoso.",-39.583333,-15.166667,NA,NA,300,450,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto ca. 2,5m alt., folhas cartácas, discolores, face adaxial lustrosa, fruos de coloração amarelo-avermelhado.","SP028638",NA
96,2019-05-22 13:14:51,"IBt","SP","271520","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2004,NA,NA,NA,"Thomas, WW; Jardim, J; Sant'Ana, S","9801",NA,1993,"05","05",NA,NA,NA,"Brasil","Bahia","Uruçuca","7,3km north of Serra Grande on road ro Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Transsect study site. Southern Bahian wet forest.",-39.016667,-14.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree ca. 8m, leaves subcoriaceus, bright green above, yellow-green beneath. Flowers white. Photo.","SP028639",NA
97,2019-05-22 13:14:51,"IBt","SP","299128B","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2007,NA,NA,NA,"Assis, MA","680",NA,1995,"10","14",NA,NA,NA,"Brasil","Espírito Santo","Santa Cruz","Aldeia Caieiras Velha. Mata atlãntica de tabuleiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore com botões brancos.","SP028636",NA
98,2019-05-22 13:14:51,"IBt","SP","343807","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",2007,NA,NA,NA,"Lombardi, JA","3640",NA,2000,"03","24",NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caraatinga, Fazenda Montes Claros. Mata atlântica e borda de caminho do Jaó para a sede.",-41.818889,-19.736389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, ca. 2m alt., ramos decumbentes, folhas coriáceas, botões e flores brancos, flores com odor agradável.","SP028637",NA
99,2019-06-06 19:45:53,"IBt","SP","345377","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Fiaschi, P",NA,NA,NA,NA,"Amorim, AM; et al.","2689",NA,1998,"11","21",NA,NA,NA,"Brasil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca, 7,5km d Jussari, Faz. Teimoso, RPPN Serra do Teimoso. Mata mesófila.",-39.528611,-15.158056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta ca. 3m alt., folhas algo discolores, frutos imaturos verdes.","SP057053",NA
100,2019-05-22 13:14:51,"IBt","SP","37191","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","platyphylla",NA,"Eugenia platyphylla","O.Berg","Sobral, M",1992,NA,NA,NA,"Silva, P","5066",NA,1935,"11","15",NA,NA,NA,"Brasil","Bahia","Água Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore ca. 10m alt., flores amareladas.","SP028640",NA
101,2019-06-27 12:41:54,"UNESP-IBB","BOTU","32673","S","Plantae",NA,NA,NA,"Fabaceae","Chaetocalyx","acutifolia",NA,"Chaetocalyx acutifolia","(Vogel) Benth","Leitão Filho, H.F.",1968,"03","27",NA,"Souza, H.M.",NA,NA,1968,"03","22",NA,NA,NA,"Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTU032673",NA
