"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
256,2019-05-16 11:48:50,"UFPE","UFP","16242","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",1998,"06","22",NA,"Baracho, G.S.","308",NA,1996,"10","31",NA,NA,NA,"Brasil","Pernambuco","Altinho","Sítio Demarcação-Cortado pelo rio Una (6km do centro de Altinho).",-36.5625,-8.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sobre Schinopsis brasiliensis (braúna); ocasional. Área de 2ha de caatinga árborea. Floração passada. DESC:Epífita sobre Schinopsis brasiliensis (braúna); ocasional. Área de 2ha de caatinga árborea. Floração passada.</nO>","UFP016242",NA
257,2019-05-16 11:48:50,"UFPE","UFP","18702","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",1997,"07","10",NA,"Baracho, G.S.","484",NA,1997,"07","10",NA,NA,NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá-Mata do Camocim. Zona da Mata.",-35.0333333333,-7.8333333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita, caída no chão da mata. Floração passada. Material cultivado no Bromeliário Biouniverso sob o nº130. DESC:Epífita, caída no chão da mata. Floração passada. Material cultivado no Bromeliário Biouniverso sob o nº130.;</nO>","UFP018702",NA
258,2019-05-16 11:48:50,"UFPE","UFP","16018","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Till, W.",NA,NA,NA,NA,"Siqueira-Filho, J.A.","453",NA,1996,"12","26",NA,NA,NA,"Brasil","Pernambuco","Bezerros","Serra NEgra de Bezerros (Brejo de Altitude).",-35.75,-8.2333333333,NA,NA,471,471,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Hábito epifítico sobre Pilosocereus morto. DESC:Hábito epifítico sobre Pilosocereus morto.;</nO>","UFP016018",NA
259,2019-05-16 11:48:50,"UFPE","UFP","25085","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2000,"02","09",NA,"Siqueira-Filho, J.A.","1014",NA,2000,"02","09",NA,NA,NA,"Brasil","Pernambuco","Caruaru","Reserva Ecológica de Brejo dos Cavalos",-36.0333333333,-8.3666666667,NA,NA,900,900,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sobre um Flamboyant em área aberta, exposta aos ventos. Associada com T.recurvata. Frutos em cápsula ainda imaturos. DESC:Epífita sobre um Flamboyant em área aberta, exposta aos ventos. Associada com T.recurvata. Fru</nO>","UFP025085",NA
260,2019-05-16 11:48:50,"UFPE","UFP","33321","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2002,"08","15",NA,"Siqueira-Filho, J.A.","1272",NA,2002,"08","15",NA,NA,NA,"Brasil","Pernambuco",NA,"Divisa dos Municípios de Inajá e FLoresta. Reserva Biológica de Serra Negra.",-38.0255277778,-8.6550555556,NA,NA,1109,1109,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Planta epífita sob arvoretas no local chamado \"Ventador\". Inflorescências com 11cm alt., pêndulas. Brácteas florais alvas, flores azuis. Material depositado no Bromeliário Biouniverso sob o nº484. DESC:Planta epífita sob arv</nO>","UFP033321",NA
261,2019-05-16 11:48:50,"UFPE","UFP","33331","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2002,"10","03",NA,"Siqueira-Filho, J.A.","1284",NA,2002,"10","03",NA,NA,NA,"Brasil","Pernambuco","Camocim de São Félix","Sítio Palmeira às margens da PE103. Pedra da Massa. Inselberg com uma pedreira dasativada.",-35.7557777778,-8.3289722222,NA,NA,698,698,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sob arbustos baixos e secos no alto da montanha. Planta com folhas argênteas. FLores azuis, tubulosas. DESC:Epífita sob arbustos baixos e secos no alto da montanha. Planta com folhas argênteas. FLores azuis, tubulosa</nO>","UFP033331",NA
262,2019-05-16 11:48:50,"UFPE","UFP","33798","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2002,"10","29",NA,"Siqueira-Filho, J.A.","1292",NA,2002,"10","29",NA,NA,NA,"Brasil","Alagoas","União dos Palmares","Fazenda (Engenho) Santo Antônio. Floresta ombrófila aberta.",-35.9191666667,-9.0419444444,NA,NA,502,502,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita em frutificação nos galhos finos de Talisis esculenta (St.Hil.) Radlk. (Sapindaceae) a ca. de 5m alt. DESC:Epífita em frutificação nos galhos finos de Talisis esculenta (St.Hil.) Radlk. (Sapindaceae) a ca. de 5m alt.</nO>","UFP033798",NA
263,2019-05-16 11:48:50,"UFPE","UFP","39124","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2003,"07","31",NA,"Siqueira-Filho, J.A.","1377",NA,2003,"07","31",NA,NA,NA,"Brasil","Alagoas","Ibateguara","Usina Serra Grande-Mata de Aquidabã. FLoresta Ombrófila Aberta. Floresta madura com muitas epífitas.",-35.9098611111,-8.9788888889,NA,NA,522,522,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita com folhas argênteas em frutificação. DESC:Epífita com folhas argênteas em frutificação.;</nO>","UFP039124",NA
264,2019-05-16 11:48:50,"UFPE","UFP","39205","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2003,"07","15",NA,"Siqueira-Filho, J.A.","1361",NA,2003,"07","15",NA,NA,NA,"Brasil","Pernambuco","Saloá","RPPN Fazenda Brejo-No alto da trilha na divisa de a terra de Steven com A RPPN. Floresta estacional semidecidual. Brejo de Altitude.",-36.7884444444,-9.0065833333,NA,NA,1015,1015,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sob Erythroxyllum sp. (Erythroxyllaceae). Em plena floração. Flores azuis, brácteas verde-alvacenta. DESC:Epífita sob Erythroxyllum sp. (Erythroxyllaceae). Em plena floração. Flores azuis, brácteas verde-alvacenta.;</nO>","UFP039205",NA
265,2019-05-16 11:48:50,"UFPE","UFP","48132","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Sobral-Leite, M.",2007,"10","25",NA,"Sobral-Leite, M.","523",NA,2007,"10","25",NA,NA,NA,"Brasil","Pernambuco","Maraial","Engenho Curtume-Pedra do Uruçu, afloramento rochoso.",-35.8409444444,-8.7966111111,NA,NA,451,451,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sobre Senna sp. (Leguminosae) em solo acumulado no afloramento. Poucos indivíduos. Início de frutificação. DESC:Epífita sobre Senna sp. (Leguminosae) em solo acumulado no afloramento. Poucos indivíduos. Início de fru</nO>","UFP048132",NA
266,2019-05-16 11:48:50,"UFPE","UFP","51398","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2004,"12","16",NA,"Siqueira-Filho, J.A.","1450",NA,2004,"12","16",NA,NA,NA,"Brasil","Pernambuco","Água Preta","Fazenda Camarão-Mata da Cinza. Floresta Ombrófila Densa.",-35.4758611111,-8.7702222222,NA,NA,73,73,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Planta epífita sobre mangueira com escamas argênteas. Planta com cerca de 17cm de altura com cinco frutos imaturos. Folhas com ápice agudo. Inflorescência com cerca de 9cm de altura. DESC:Planta epífita sobre mangueira com e</nO>","UFP051398",NA
267,2019-05-16 11:48:50,"UFPE","UFP","51570","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Siqueira-Filho, J.A.",2005,"02","04",NA,"Siqueira-Filho, J.A.","1466",NA,2005,"02","04",NA,NA,NA,"Brasil","Pernambuco","Bom Conselho","Estrada para Caldeirão dos Guedes.",-36.6335,-9.1928055556,NA,NA,698,698,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sobre umbuzeiro associada com Tillandsia juncea e Tillandsia recurvata. DESC:Epífita sobre umbuzeiro associada com Tillandsia juncea e Tillandsia recurvata.;</nO>","UFP051570",NA
268,2019-05-16 11:48:50,"UFPE","UFP","55145","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Gomes, P.",2007,"05",NA,NA,"Gomes, P.","313",NA,2007,"05","12",NA,NA,NA,"Brasil","Pernambuco",NA,"Limite Caruaru-Agrestina, inselbergue Pedra do Guariba",-35.8439444444,-8.3819444444,NA,NA,685,685,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita em arvoreta na borda da rocha. DESC:Epífita em arvoreta na borda da rocha.;</nO>","UFP055145",NA
269,2019-05-16 11:48:50,"UFPE","UFP","55212","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Gomes, P.",2008,"05","06",NA,"Gomes, P.","381",NA,2007,"06","21",NA,NA,NA,"Brasil","Pernambuco",NA,"Limite Caruaru-Agrestina, inselbergue Pedra do Guariba.",-35.8439444444,-8.3819444444,NA,NA,685,685,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita. DESC:Epífita.;</nO>","UFP055212",NA
270,2019-05-16 11:48:50,"UFPE","UFP","55513","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Maciel, B.",2007,"12","15",NA,"Gomes, P.","743",NA,2007,"12","15",NA,NA,NA,"Brasil","Pernambuco",NA,"Limite Caruaru-Agrestina, inselbergue Pedra do Guariba",-35.8439444444,-8.3819444444,NA,NA,685,685,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita sobre aroreta. DESC:Epífita sobre aroreta.;</nO>","UFP055513",NA
271,2019-05-16 11:48:50,"UFPE","UFP","58405","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Maciel, J.R.",2008,"07","10",NA,"Melo, A.","117",NA,2007,"08","16",NA,NA,NA,"Brasil","Pernambuco","Igarassu","Usina São José-Mata Atlântica, borda da mata, Mata da Piedade.",-34.9947222222,-7.8411111111,NA,NA,115,115,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita, inflorescência de flores roxas. Encontrada próxima a casa de alojamento. DESC:Epífita, inflorescência de flores roxas. Encontrada próxima a casa de alojamento.;</nO>","UFP058405",NA
272,2019-05-16 11:48:50,"UFPE","UFP","64993","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Alves, M.",2009,"12","07",NA,"Alves-Araújo, A.","756",NA,2007,"12","20",NA,NA,NA,"Brasil","Pernambuco","Igarassu","Usina São José-Mata Atlântica . Usina São José. Próximo a casa do pesquisador. Mata da Piedade.",-35.0027777778,-7.8361111111,NA,NA,95,95,NA,NA,NA,NA,0,NA,NA,NA,"<nO>DESC:Epífita, frutos verdes.;</nO>","UFP064993",NA
273,2019-05-16 11:48:50,"UFPE","UFP","63339","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Maciel, B.","48",NA,2003,"08","01",NA,NA,NA,"Brasil","Pernambuco","Agrestina","Distrito de Jardins-Pedra da Guariba. Inselberg, afloramento rochoso, em área de transição da caatinga com o brejo de altitude.",-35.9446983337402,-8.4580602645874,13588,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita em Anacardiaceae e em Erythroxylaceae, a 5m do chão, em média, em local medianamente a pouco sombreado e bem ventilado. Indivíduos isolados e dispersos em pequena população. Brácteas alvas e flores azuladas. DESC:Epí</nO>","UFP063339","auto"
274,2019-05-16 11:48:50,"UFPE","UFP","14061","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Coffani-Nunes, J.V.",2001,"07","18",NA,"Souza, G.M.","s.n.",NA,1996,"03","04",NA,NA,NA,"Brasil","Pernambuco","Bezerros","Serra Negra",-35.7969017028809,-8.23332977294922,25699,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"<nO>Epífita, fruto marrom. DESC:Epífita, fruto marrom.;</nO>","UFP014061","auto"
275,2019-06-27 18:31:03,"Cenargen","CEN","21561","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex. Sims","Z. J. G. Miranda",2006,"01",NA,NA,"Lídio Coradin","8238",NA,1987,"08","25",NA,NA,NA,"Brasil","SP","UBATUBA","Proximidades da cidade de Ubatuba (BR - 101).",-45.15,-23.46667,NA,NA,10,10,NA,NA,NA,"Exsicatas",5,NA,NA,NA,NA,"CEN00021561",NA
276,2019-06-27 18:31:03,"Cenargen","CEN","48113","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex. Sims",NA,NA,NA,NA,NA,"Flávio França","3999",NA,2003,"01","28",NA,NA,NA,"Brasil","BA","MORRO DO CHAPEU","Morrão: ápice. Alt.: 1245 - 1305 m.",-41.207222,-11.591111,NA,NA,NA,NA,NA,NA,NA,"Exsicatas",1,NA,NA,NA,"<nO>Erva terrestre em solo ou rocha. Folhas coriáceas acinzentada. Brácteas vermelhas, botges rosas. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (68955). Feira de Santana - Bahia.</nO>","CEN00048113",NA
277,2018-10-26 14:43:40,"Cenargen","CEN","48150","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex. Sims",NA,NA,NA,NA,NA,"Elaine Barbosa Miranda-Silva","429",NA,2000,"05","13",NA,NA,NA,"Brasil","BA","ABAIRA","Serra do Bicota.",-41.848888,-13.33,NA,NA,1430,1430,NA,NA,NA,"Exsicatas",1,NA,NA,NA,"<nO>40 cm de altura. Folhas Coriáceas concolores. Escapo e brácteas lilás-esverdeado. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (45217). Feira de Santana - Bahia.</nO>","CEN00048150",NA
278,2018-10-26 14:43:40,"Cenargen","CEN","9285","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex. Sims","Z. J. G. Miranda",NA,NA,NA,NA,"Lídio Coradin","6186",NA,1983,"06","28",NA,NA,NA,"Brasil","BA","JACOBINA","Rodovia Jacobina - Lage do Batata km 15.",-40.63333,-11.083333,NA,NA,900,900,NA,NA,NA,"Exsicatas",1,NA,NA,NA,"<nO>Crescendo sobre pedras.</nO>","CEN00009285",NA
279,2019-06-27 18:31:03,"Cenargen","CEN","85760","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex. Sims",NA,NA,NA,NA,NA,"A. E. M. Rosa","s/n",NA,2009,"08","28",NA,NA,NA,"Brasil","MG","CALDAS","23 k 352967 - 7570074, 1129 m",-46.386100769043,-21.9235992431641,25710,NA,1129,1129,NA,NA,NA,"Exsicatas",1,NA,NA,NA,"<nO>Epífita. em FESM, floresceu em 16/11/2009, brácteas róseas, flores roxas, Doação Herbarium Rioclarense HRCB 51795</nO>","CEN00085760","auto"
280,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411774F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"T. Strehl","538",NA,1982,"12","15",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411779F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"R. Reiss","6",NA,1934,"03","25",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411778F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"A. F. Regnell","282b",NA,1877,"01","25",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411781F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"A. Castellanos","23403",NA,1962,"08","07",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411783F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"W. A. Teixeira","22342",NA,1993,"08","30",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411776F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"A. Krapovickas & C. L. Cristóbal","38535",NA,1983,"02","10",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411784F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"L. R. Noblick","4394",NA,1985,"10","01",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411789F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"W. R. Anderson et al.","36228",NA,1972,"02","18",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411773F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"A. D. Andrade-Lima","71-6619",NA,1971,"11","09",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411775F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"H. S. Irwin et al.","20043",NA,1968,"02","14",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411777F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"L. B. Smith","6651",NA,1952,"04","17",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411780F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"C. A. M. Lindman","575",NA,1892,"10","27",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411782F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"H. S. Irwin et al.","28569",NA,1970,"03","29",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411785F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"J. Eugenio","4172",NA,1946,"11",NA,NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411786F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"L. B. Smith","2049",NA,1929,"03","02",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411787F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"L. B. Smith","1535",NA,1928,"12","18",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,2018-12-03 14:02:56,"F","F_BOTANY_BR","V0411788F","S","Plantae","Spermatophyta","Monocotyledoneae",NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"H. S. Irwin et al.","21868",NA,1969,"01","13",NA,NA,"South America","BRAZIL",NA,NA,NA,-52.8731,-10.8339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2018-11-29 17:30:32,"UNIVILLE","JOI","400","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Hering-Rinnert, C.",NA,NA,NA,NA,"Hering-Rinnert, C.","201",NA,2002,"11","17",NA,NA,NA,"Brasil","Santa Catarina","Balneário Camboriú","Taquarinhas.",-48.6347007751465,-26.9906005859375,8793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI000400","auto"
298,2018-11-29 17:30:32,"UNIVILLE","JOI","5136","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","F.C.S. Vieira",2007,"02","01",NA,"D.B.G. Bussmann","60",NA,2005,"02","27",NA,NA,NA,"Brasil","Santa Catarina","Araquari","Papagaios.",-48.7221984863281,-26.3700008392334,25329,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI005136","auto"
299,2018-11-29 17:30:32,"UNIVILLE","JOI","7537","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","F. Beilke",2008,"02","29",NA,"C.M. Raimundo","10",NA,2008,"01","22",NA,NA,NA,"Brasil","Santa Catarina","Araquari","BR-280 em frente a Schneider.",-48.7221984863281,-26.3700008392334,25329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI007537","auto"
300,2018-11-29 17:30:32,"UNIVILLE","JOI","6504","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","W.S. Mancinelli",2007,"10","01",NA,"M.Z.F.","6",NA,2007,"10","01",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha Araújo de Dentro.",-48.6380996704102,-26.2432994842529,23627,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI006504","auto"
301,2018-11-29 17:30:32,"UNIVILLE","JOI","1387","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Jotham Ziffer Berger",2005,"10","20",NA,"F.C.S. Vieira","759",NA,2005,"01","22",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha das Flores.",-48.6380996704102,-26.2432994842529,23627,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI001387","auto"
302,2018-11-29 17:30:32,"UNIVILLE","JOI","8443","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","T.M. Maia",2009,"04","01",NA,"T.M. Maia","33",NA,2009,"04","16",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha do Cação.",-48.6380996704102,-26.2432994842529,23627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI008443","auto"
303,2018-11-29 17:30:32,"UNIVILLE","JOI","8465","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","T.M. Maia",2009,"04","01",NA,"K. Moraes","32",NA,2000,"04","29",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Ilha do Corisco.",-48.6380996704102,-26.2432994842529,23627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOI008465","auto"
