"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
1,2018-11-06 17:37:37,"PUCPR","HUCP","12595","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT",NA,NA,NA,NA,"Strozzi, JA","012",NA,1986,"10","15",NA,NA,NA,"Brasil","Paraná","Araucária","Tomás Coelho",-49.4103012084961,-25.5930995941162,21346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004724","auto"
2,2019-04-04 13:17:05,"PUCPR","HUCP","23165","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kersten, RA",NA,NA,NA,NA,"Baccaro, M","139",NA,2010,"10","01",NA,NA,NA,"Brasil","Paraná","Balsa Nova",NA,-49.6356010437012,-25.5839004516602,27346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
3,2019-04-04 13:17:05,"PUCPR","HUCP","17547","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kersten, RA",2006,"08","09",NA,"Kersten, RA","843",NA,2004,"04","01",NA,NA,NA,"Brasil","Paraná","Colombo","Estância Betania",-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
4,2018-11-06 17:37:37,"PUCPR","HUCP","7086","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC; Silva, P",NA,NA,NA,NA,"Fischer, ML","071",NA,1991,"11","22",NA,NA,NA,"Brasil","Paraná","Colombo","SMCC",-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
5,2018-11-06 17:37:37,"PUCPR","HUCP","4763","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1986,"10","25",NA,"Lima, OG","004",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Contenda",NA,-49.5346984863281,-25.6756000518799,22732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004753","auto"
6,2018-11-06 17:37:37,"PUCPR","HUCP","4762","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1982,"09","16",NA,"Mersan, LG","007",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba",NA,-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
7,2018-11-06 17:37:37,"PUCPR","HUCP","5476","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",NA,NA,NA,NA,"Burjas, JPC","019",NA,1988,"11","23",NA,NA,NA,"Brasil","Paraná","Curitiba","Abranches",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
8,2018-11-06 17:37:37,"PUCPR","HUCP","12599","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT",NA,NA,NA,NA,"Firmo, NM","004",NA,1993,"04","23",NA,NA,NA,"Brasil","Paraná","Curitiba","Bacacheri",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
9,2018-11-06 17:37:37,"PUCPR","HUCP","16460","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Marconato, GR","001",NA,2003,"11","05",NA,NA,NA,"Brasil","Paraná","Curitiba","Bairro Alto",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
10,2018-11-06 17:37:37,"PUCPR","HUCP","15573","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Nogaroli, RL",NA,NA,NA,NA,"Dolniak, DO","011",NA,2003,"09","20",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque do Alemão",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
11,2018-11-06 17:37:37,"PUCPR","HUCP","15387","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Oliveira, EHA",NA,NA,NA,NA,"Feiten, A","s.n.",NA,2003,"09","20",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque do Alemão",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
12,2019-04-04 13:17:05,"PUCPR","HUCP","15999","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Selusniaki, M",NA,NA,NA,NA,"Selusniaki, M","115",NA,2004,"10","07",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque Papa João Paulo 2°",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
13,2019-09-10 00:04:02,"PUCPR","HUCP","133","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1985,"11",NA,NA,"Jaszczerski, JC","051",NA,1984,"12","15",NA,NA,NA,"Brasil","Paraná","Curitiba","Campo Comprido",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP0004557","auto"
14,2018-11-06 17:37:37,"PUCPR","HUCP","7135","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Nicola, PA; Fabris, PA",NA,NA,NA,NA,"Abe, LM","001",NA,1994,"03","10",NA,NA,NA,"Brasil","Paraná","Curitiba","Capão da Imbuia",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
15,2018-11-06 17:37:37,"PUCPR","HUCP","12591","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT; Gaiotto, D",NA,NA,NA,NA,"Rúbio, EJ","004",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Centro Cívico",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
16,2018-11-06 17:37:37,"PUCPR","HUCP","10742","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Johnsson, MCM; Marcia, CM","020",NA,1997,"06","15",NA,NA,NA,"Brasil","Paraná","Curitiba","Parque São Lourenço",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004836","auto"
17,2018-11-06 17:37:37,"PUCPR","HUCP","10741","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Johnsson, MCM; Marcia, CM","011",NA,1997,"06","02",NA,NA,NA,"Brasil","Paraná","Curitiba","Parque São Lourenço",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004683","auto"
18,2018-11-06 17:37:37,"PUCPR","HUCP","1149","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1983,"11","22",NA,"Campello, R","017",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Praça Espanha",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
19,2019-04-04 13:17:05,"PUCPR","HUCP","23931","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.",NA,NA,NA,NA,NA,NA,"s.n.",NA,2014,"11","13",NA,NA,NA,"Brasil","Paraná","Curitiba","Uberaba",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004928","auto"
20,2019-09-10 00:04:02,"PUCPR","HUCP","22041","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Cardoso, G",NA,NA,NA,NA,"Cardoso, G","s.n.",NA,2011,"07","01",NA,NA,NA,"Brasil","Paraná","Curitiba","Vila Isabel",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00023091","auto"
21,2019-07-11 13:03:00,"ESALQ","ESA","140897","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Romanini, R.",2017,"06","02",NA,"Andrade, R.C.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.","R124",NA,2017,"04","23",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Borda do Paiol, Base dos Fuzileiros Navais, Ilha do Governador",-43.1633,-22.7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Erva, 10 centímetros, fruto imaturo verde</nO>","ESA140897",NA
22,2019-07-11 13:06:27,"ESALQ","ESA","19248","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Ogawa, K.",NA,NA,NA,NA,"Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","370",NA,1995,"02","12",NA,NA,NA,"Brasil","São Paulo","Itararé","BLOQUEADO",-49.3400001525879,-24.1100006103516,27729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Brácteas róseas, corola azul com base esbranquiçada.</nO>","ESA019248","auto"
23,2019-07-11 11:50:40,"ESALQ","ESA","105044","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Forster, W.",2005,"05",NA,NA,"Paciencia, M.B.","2334",NA,2006,"04","06",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA105044","auto"
24,2019-07-11 11:50:40,"ESALQ","ESA","115053","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Devecchi, M.F.","108",NA,2011,"04","20",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115053","auto"
25,2019-07-11 11:50:40,"ESALQ","ESA","36580","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander",NA,NA,NA,NA,NA,"Los, M.M.","106",NA,1984,"10","05",NA,NA,NA,"Brasil","Paraná","Colombo",NA,-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA036580","auto"
26,2019-07-11 13:06:27,"ESALQ","ESA","37602","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Elias, S. I.",NA,NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","762",NA,1997,"12","18",NA,NA,NA,"Brasil","Paraná","Sengés","BLOQUEADO",-49.4636001586914,-24.1128005981445,55682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Erva epifita com ferofilos roseos e flores lilas</nO>","ESA037602","auto"
27,2019-07-11 11:50:40,"ESALQ","ESA","115272","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Duarte, M.M.",NA,NA,NA,NA,"Meirelles, J.","538",NA,2011,"04","15",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115272","auto"
28,2019-07-11 11:50:40,"ESALQ","ESA","115126","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Souza, V.C.",NA,NA,NA,NA,"Lopes, J.C.","188",NA,2011,"04","17",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115126","auto"
29,2019-07-11 11:50:40,"ESALQ","ESA","95284","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Destefani, A.C.C. et al.","112",NA,2005,"03","24",NA,NA,NA,"Brasil","São Paulo","Barra do Turvo",NA,-48.5046997070312,-24.7563991546631,38172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA095284","auto"
30,2019-02-22 18:13:52,"ESALQ","ESA","21092","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Miyagi, P.H. et al.","70",NA,1994,"09","06",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA021092","auto"
31,2019-07-11 13:06:27,"ESALQ","ESA","81955","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Mazine, F.F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.","555",NA,2002,"11","08",NA,NA,NA,"Brasil","Minas Gerais","Itacambira","BLOQUEADO",-43.3088989257812,-17.0646991729736,48089,NA,1250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita, brácteas róseas, flores azuis</nO>","ESA081955","auto"
32,2019-07-11 13:06:27,"ESALQ","ESA","94498","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","267",NA,1997,"12","16",NA,NA,NA,"Brasil","São Paulo","Bom Sucesso de Itararé","BLOQUEADO",-49.1399993896484,-24.3099994659424,14955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Planta epífita. Folhas acinzentadas. Flores com bráctreas róseas. Botões arroxeados.</nO>","ESA094498","auto"
33,2019-07-11 13:06:27,"ESALQ","ESA","77293","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Forster, W.",2003,"04","18",NA,"Forster, W.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","422",NA,2000,"04","18",NA,NA,NA,"Brasil","São Paulo","Caraguatatuba","BLOQUEADO",-45.4099998474121,-23.6200008392334,30093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita crescendo a 2 metros no hospedeiro, inflorescência com brácteas roseas, corola branca</nO>","ESA077293","auto"
34,2019-07-11 11:50:40,"ESALQ","ESA","93071","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. Ex Sims.",NA,NA,NA,NA,NA,"Meireles, J.E. et al.","266",NA,2005,"03","26",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA093071","auto"
35,2019-07-11 11:50:40,"ESALQ","ESA","71560","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Forzza, R.C.",NA,NA,NA,NA,"Souza, J.P. et al.","1049",NA,1996,"12","19",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,-44.9599990844727,-23.0699996948242,38855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA071560","auto"
36,2019-07-11 11:50:40,"ESALQ","ESA","11846","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Ogawa, K.",NA,NA,NA,NA,"Souza, V.C. et al.","4154",NA,1993,"09","07",NA,NA,NA,"Brasil","São Paulo","Itararé",NA,-49.3400001525879,-24.1100006103516,27729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA011846","auto"
37,2019-07-11 11:50:40,"ESALQ","ESA","97458","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Breier, T.B.",NA,NA,NA,NA,"Rocca, M.A.","11",NA,2003,"11","03",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,-47.9199981689453,-24.3799991607666,34059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA097458","auto"
38,2019-07-11 13:06:27,"ESALQ","ESA","64807","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23659",NA,2000,"02","22",NA,NA,NA,"Brasil","Espírito Santo","Alegre","BLOQUEADO",-41.5331001281738,-20.763599395752,26101,NA,970,970,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita; brácteas róseas, flores \"passadas\"</nO>","ESA064807","auto"
39,2019-07-11 13:06:27,"ESALQ","ESA","43864","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Joaquim Jr., G.O.",NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12221",NA,1996,"09","03",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO",-41.8683013916016,-20.4333000183105,21645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita; brácteas rosa-forte; botões róseos.</nO>","ESA043864","auto"
40,2019-07-11 13:06:27,"ESALQ","ESA","75557","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Lindl.",NA,NA,NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","114",NA,2001,"04","13",NA,NA,NA,"Brasil","São Paulo","São Paulo","BLOQUEADO",-46.6300010681152,-23.5400009155273,53584,NA,750,750,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita, brácteas verdes, frutos imaturos verdes.</nO>","ESA075557","auto"
41,2019-07-29 19:06:58,"MN","R","215823","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"T.S. Coser","515",NA,2012,"01","19",NA,NA,NA,"Brasil","Espirito Santo","Presidente Kennedy",NA,-40.9741121437401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009904",NA
42,2019-07-29 19:06:58,"MN","R","215476","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Neves, B.",2012,"10","02",NA,"Neves, B.; Uribbe, F.P.","75",NA,2012,"10","19",NA,NA,NA,"Brasil","São Paulo","São Paulo","Emburá do Alto",-46.746083,-23.98995,NA,NA,828,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009873",NA
43,2019-07-29 19:06:58,"MN","R","215828","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"T.S. Coser; A, L.M. Coser; N.A. Coser-Flor ; R.C. Tacques","454",NA,2011,"06","04",NA,NA,NA,"Brasil","Espirito Santo","Linhares",NA,-39.966669,-19.441389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009905",NA
44,2019-07-29 20:46:55,"UFPI","TEPB","21379","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","M. G. L. Wanderley",NA,NA,NA,NA,"G.M.Sousa","482",NA,2001,"03","13",NA,NA,NA,"Brasil","Rio de Janeiro","Carapebús","Parque Nacional da Restinga de Jurubatiba. Próximo a lagoa de Carapabeús",-41.593611,-22.226667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epifita. Folhas verde-acinzentada. Escapo pink.Bractea floral pink. Flores com sépalas rosadas e pétalas roxas. Ambiente: Restinga Arbustiva aberta</nO>",NA,NA
45,2019-07-29 16:47:12,"UFPI","TEPB","21380","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","M. G. L. Wanderley",2005,"04","15",NA,"G.M.Sousa","460",NA,2001,"03","05",NA,NA,NA,"Brasil","Espírito Santo","Setiba","Parque Estadual Paulo Cesar Vinha.Próxima ao anel da Rodovia do Sol, 15Km depois de Guarapari, a 500m do pedágio",-40.394167,-20.545556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Epífita.Folhas verde-acinzentadas. Inflorescência rosada. Bractea floral rósea.Em botão. Ambiente: Restinga arbustiva arbórea com formação de moitas.</nO>",NA,NA
46,2015-07-02 17:01:17,"JBP","HPL","2224","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","cf. stricta",NA,"Tillandsia cf. stricta","Lindl.","E.R. Salviani & H. Lorenzi",2000,"02","16",NA,"E.R. Salviani & H. Lorenzi","1148",NA,2000,"02","16",NA,NA,NA,"Brasil","RJ","Rio de Janeiro","Coletada no Sítio R. Burle Marx.",-43.2075,-22.9028,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
47,2019-08-27 16:25:16,"IAP","PACA-AGP","115336","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M.L. Paz, V. Graeff, M.F. Parode & V.R.P da Silva",2014,"09","30",NA,"M. L. Paz","8",NA,2014,"09","23",NA,NA,NA,"Brasil","RS","Palmares do Sul","Fazenda Marcelina",-50.3447,-30.37045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Habitat: Epifitico</nO>","PACA115336",NA
48,2019-08-27 16:25:16,"IAP","PACA-AGP","115475","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rossado, A.",2016,"07","11",NA,"Rocha, L.D.","131",NA,2011,"11","23",NA,NA,NA,"Brasil","RS","Campo Bom","trecho inferior do Rio dos Sinos",-51.059722,-29.681667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Habitat: epífito</nO>","PACA115475",NA
49,2019-08-27 16:25:16,"IAP","PACA-AGP","115479","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, H.M.",2018,"06","08",NA,"Rocha, L.D.","92",NA,2012,"09","15",NA,NA,NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos",-50.291056,-29.706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Habitat: epífito</nO>","PACA115479",NA
50,2019-08-27 16:25:16,"IAP","PACA-AGP","115481","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Caldas, J.",2012,"12","15",NA,"Rocha, L.D.","238",NA,2012,"12","15",NA,NA,NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos",-50.291056,-29.706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Habitat: epífito</nO>","PACA115481",NA
51,2019-08-27 16:25:16,"IAP","PACA-AGP","115483.1","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rossado, A.",2016,"07","11",NA,"Rocha, L.D.","145",NA,2012,"10","19",NA,NA,NA,"Brasil","RS","Taquara","Trecho Médio do Rio dos Sinos",-50.765833,-29.679667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Estava junto com outro material (115483) Habitat: Epífito</nO>","PACA115483-1",NA
52,2019-08-27 16:25:16,"IAP","PACA-AGP","115485","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Caldas, J.",2012,"10","19",NA,"Rocha, L.D.","150",NA,2012,"10","19",NA,NA,NA,"Brasil","RS","Taquara","trecho médio do Rio dos Sinos",-50.765833,-29.679667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<nO>Habitat: epífito</nO>","PACA115485",NA
