"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
1,2018-11-06 17:37:37,"PUCPR","HUCP","24888","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Lago, GB",2017,"06","04",NA,"Cardoso, JL","12",NA,2007,"11","04",NA,NA,NA,"Brasil","Paraná","São José do Pinhais","Chácara Leão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas verde-escuro e flores lilás.","HUCP00024888",NA
2,2018-11-06 17:37:37,"PUCPR","HUCP","12595","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT",NA,NA,NA,NA,"Strozzi, JA","012",NA,1986,"10","15",NA,NA,NA,"Brasil","Paraná","Araucária","Tomás Coelho",-49.4103012084961,-25.5930995941162,21346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004724","auto"
3,2019-04-04 13:17:05,"PUCPR","HUCP","23165","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kersten, RA",NA,NA,NA,NA,"Baccaro, M","139",NA,2010,"10","01",NA,NA,NA,"Brasil","Paraná","Balsa Nova",NA,-49.6356010437012,-25.5839004516602,27346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
4,2019-04-04 13:17:05,"PUCPR","HUCP","17547","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kersten, RA",2006,"08","09",NA,"Kersten, RA","843",NA,2004,"04","01",NA,NA,NA,"Brasil","Paraná","Colombo","Estância Betania",-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
5,2018-11-06 17:37:37,"PUCPR","HUCP","7086","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC; Silva, P",NA,NA,NA,NA,"Fischer, ML","071",NA,1991,"11","22",NA,NA,NA,"Brasil","Paraná","Colombo","SMCC",-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
6,2018-11-06 17:37:37,"PUCPR","HUCP","4763","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1986,"10","25",NA,"Lima, OG","004",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Contenda",NA,-49.5346984863281,-25.6756000518799,22732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004753","auto"
7,2018-11-06 17:37:37,"PUCPR","HUCP","4762","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1982,"09","16",NA,"Mersan, LG","007",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba",NA,-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
8,2018-11-06 17:37:37,"PUCPR","HUCP","5476","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",NA,NA,NA,NA,"Burjas, JPC","019",NA,1988,"11","23",NA,NA,NA,"Brasil","Paraná","Curitiba","Abranches",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
9,2018-11-06 17:37:37,"PUCPR","HUCP","12599","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT",NA,NA,NA,NA,"Firmo, NM","004",NA,1993,"04","23",NA,NA,NA,"Brasil","Paraná","Curitiba","Bacacheri",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
10,2018-11-06 17:37:37,"PUCPR","HUCP","16460","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Marconato, GR","001",NA,2003,"11","05",NA,NA,NA,"Brasil","Paraná","Curitiba","Bairro Alto",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
11,2018-11-06 17:37:37,"PUCPR","HUCP","15573","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Nogaroli, RL",NA,NA,NA,NA,"Dolniak, DO","011",NA,2003,"09","20",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque do Alemão",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
12,2018-11-06 17:37:37,"PUCPR","HUCP","15387","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Oliveira, EHA",NA,NA,NA,NA,"Feiten, A","s.n.",NA,2003,"09","20",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque do Alemão",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
13,2019-04-04 13:17:05,"PUCPR","HUCP","15999","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Selusniaki, M",NA,NA,NA,NA,"Selusniaki, M","115",NA,2004,"10","07",NA,NA,NA,"Brasil","Paraná","Curitiba","Bosque Papa João Paulo 2°",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
14,2019-09-10 00:04:02,"PUCPR","HUCP","133","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",1985,"11",NA,NA,"Jaszczerski, JC","051",NA,1984,"12","15",NA,NA,NA,"Brasil","Paraná","Curitiba","Campo Comprido",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP0004557","auto"
15,2019-04-04 13:17:05,"PUCPR","HUCP","24548","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kersten, RA; Lago, GB",NA,NA,NA,NA,"Santos, JJS,","s.n.",NA,2015,"12","01",NA,NA,NA,"Brasil","Paraná","Mandaguari",NA,-51.6707992553711,-23.5475006103516,25980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004876","auto"
16,2019-04-04 13:17:05,"PUCPR","HUCP","20350","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Ariati, V",NA,NA,NA,NA,"Ariati, V","058",NA,2008,"08","17",NA,NA,NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi",-48.834400177002,-25.476900100708,30514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
17,2019-04-04 13:17:05,"PUCPR","HUCP","24546","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Santos, JJS,",NA,NA,NA,NA,"Kersten, RA; Lago, GB","s.n.",NA,2015,"11","20",NA,NA,NA,"Brasil","Paraná","Paranaguá",NA,-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004863","auto"
18,2018-11-06 17:37:37,"PUCPR","HUCP","1152","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",NA,NA,NA,NA,"Armstrong, MR","009",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Piraquara","Sítio da Família Simião",-49.0633010864258,-25.4416999816895,12577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004913","auto"
19,2018-11-06 17:37:37,"PUCPR","HUCP","1151","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1985,"10","04",NA,"Irene","022",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","São José dos Pinhais",NA,-49.2064018249512,-25.5347003936768,45291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
20,2018-11-06 17:37:37,"PUCPR","HUCP","1153","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1982,"11","16",NA,"Loureiro, CC","012",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","São José dos Pinhais",NA,-49.2064018249512,-25.5347003936768,45291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004861","auto"
21,2018-11-06 17:37:37,"PUCPR","HUCP","1154","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1985,"11","03",NA,"Beger, I","s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","São José dos Pinhais",NA,-49.2064018249512,-25.5347003936768,45291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
22,2018-11-06 17:37:37,"PUCPR","HUCP","12276","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Shirata, MT","4131",NA,2000,"05","17",NA,NA,NA,"Brasil","Paraná","Tijucas do Sul","Lagoa",-49.1988983154297,-25.9281005859375,25228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
23,2018-11-06 17:37:37,"PUCPR","HUCP","7135","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Nicola, PA; Fabris, PA",NA,NA,NA,NA,"Abe, LM","001",NA,1994,"03","10",NA,NA,NA,"Brasil","Paraná","Curitiba","Capão da Imbuia",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
24,2018-11-06 17:37:37,"PUCPR","HUCP","12591","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Bettega, GT; Gaiotto, D",NA,NA,NA,NA,"Rúbio, EJ","004",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Centro Cívico",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
25,2018-11-06 17:37:37,"PUCPR","HUCP","10742","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Johnsson, MCM; Marcia, CM","020",NA,1997,"06","15",NA,NA,NA,"Brasil","Paraná","Curitiba","Parque São Lourenço",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004836","auto"
26,2018-11-06 17:37:37,"PUCPR","HUCP","10741","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Jaszczerski, JC",NA,NA,NA,NA,"Johnsson, MCM; Marcia, CM","011",NA,1997,"06","02",NA,NA,NA,"Brasil","Paraná","Curitiba","Parque São Lourenço",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004683","auto"
27,2018-11-06 17:37:37,"PUCPR","HUCP","1149","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1983,"11","22",NA,"Campello, R","017",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Praça Espanha",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
28,2019-04-04 13:17:05,"PUCPR","HUCP","23931","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.",NA,NA,NA,NA,NA,NA,"s.n.",NA,2014,"11","13",NA,NA,NA,"Brasil","Paraná","Curitiba","Uberaba",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004928","auto"
29,2019-09-10 00:04:02,"PUCPR","HUCP","22041","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Cardoso, G",NA,NA,NA,NA,"Cardoso, G","s.n.",NA,2011,"07","01",NA,NA,NA,"Brasil","Paraná","Curitiba","Vila Isabel",-49.2731018066406,-25.4277992248535,25180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00023091","auto"
30,2018-11-06 17:37:37,"PUCPR","HUCP","1150","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Acra, LA",1987,"11","02",NA,"Andrade, S; Ribas, T","007",NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Lapa",NA,-49.7158012390137,-25.7696990966797,49965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
31,2018-11-06 17:37:37,"PUCPR","HUCP","15233","S","Plantae","Monocotiledonea",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims.","Kaminski, N; Carneiro, E",NA,NA,NA,NA,"Santos, E; Guimarães, F","003",NA,2003,"09","21",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Lagoa do Peri",-48.5491981506348,-27.596700668335,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUCP00004969","auto"
32,2019-07-11 11:50:40,"ESALQ","ESA","15061","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Ogawa, K.",NA,NA,NA,NA,"Souza, V.C. ; Sakuragui, C.M.","2007",NA,1992,"10","10",NA,NA,NA,"Brasil","Minas Gerais","Itutinga",NA,-44.6577987670898,-21.2980995178223,24458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA015061","auto"
33,2019-07-11 13:06:27,"ESALQ","ESA","37602","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Elias, S. I.",NA,NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","762",NA,1997,"12","18",NA,NA,NA,"Brasil","Paraná","Sengés","BLOQUEADO",-49.4636001586914,-24.1128005981445,55682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva epifita com ferofilos roseos e flores lilas","ESA037602","auto"
34,2019-07-11 13:06:27,"ESALQ","ESA","124074","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Forster, W.",2013,"04","12",NA,"Kuntz, J. ; Colletta, G.D.","930",NA,2013,"03","26",NA,NA,NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa",-47.34428,-24.03226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita com inflorescência passada.","ESA124074",NA
35,2019-07-11 13:06:27,"ESALQ","ESA","94255","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Souza, V.C.",1990,"01","01",NA,"Souza, V.C.; Sakuragui, C.M.; Eterovic, A.; Marques, O.A.V.","3077",NA,1990,"03","25",NA,NA,NA,"Brasil","São Paulo","Ilhabela","BLOQUEADO",-45.3499984741211,-23.7700004577637,23719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita.","ESA094255","auto"
36,2019-02-22 18:13:52,"ESALQ","ESA","83146","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Matteo, B.C. et al.","537",NA,1999,"07","31",NA,NA,NA,"Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA083146",NA
37,2019-07-11 13:06:27,"ESALQ","ESA","131371","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Forster, W.",2013,NA,NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36574",NA,2013,"02","24",NA,NA,NA,"Brasil","São Paulo","Cachoeira Paulista","Fragmento 35 (TAV). Floresta Ombrófila Densa com elementos de Floresta Estacional Semidecidual, área alagável.",-22.6755,-45.0589,NA,NA,517,517,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita. Inflorescência rosa-magenta.","ESA131371",NA
38,2019-07-11 11:50:40,"ESALQ","ESA","115126","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Souza, V.C.",NA,NA,NA,NA,"Lopes, J.C.","188",NA,2011,"04","17",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115126","auto"
39,2019-07-11 13:03:00,"ESALQ","ESA","140897","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Romanini, R.",2017,"06","02",NA,"Andrade, R.C.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.","R124",NA,2017,"04","23",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Borda do Paiol, Base dos Fuzileiros Navais, Ilha do Governador",-43.1633,-22.7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva, 10 centímetros, fruto imaturo verde","ESA140897",NA
40,2019-07-11 13:06:27,"ESALQ","ESA","19248","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Ogawa, K.",NA,NA,NA,NA,"Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","370",NA,1995,"02","12",NA,NA,NA,"Brasil","São Paulo","Itararé","BLOQUEADO",-49.3400001525879,-24.1100006103516,27729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas róseas, corola azul com base esbranquiçada.","ESA019248","auto"
41,2019-07-11 11:50:40,"ESALQ","ESA","36580","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander",NA,NA,NA,NA,NA,"Los, M.M.","106",NA,1984,"10","05",NA,NA,NA,"Brasil","Paraná","Colombo",NA,-49.2242012023926,-25.2917003631592,13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA036580","auto"
42,2019-07-11 11:50:40,"ESALQ","ESA","105044","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Forster, W.",2005,"05",NA,NA,"Paciencia, M.B.","2334",NA,2006,"04","06",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA105044","auto"
43,2019-07-11 11:50:40,"ESALQ","ESA","115053","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Devecchi, M.F.","108",NA,2011,"04","20",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115053","auto"
44,2019-07-11 11:50:40,"ESALQ","ESA","115272","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Duarte, M.M.",NA,NA,NA,NA,"Meirelles, J.","538",NA,2011,"04","15",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115272","auto"
45,2019-07-11 11:50:40,"ESALQ","ESA","95284","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Destefani, A.C.C. et al.","112",NA,2005,"03","24",NA,NA,NA,"Brasil","São Paulo","Barra do Turvo",NA,-48.5046997070312,-24.7563991546631,38172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA095284","auto"
46,2019-02-22 18:13:52,"ESALQ","ESA","21092","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Miyagi, P.H. et al.","70",NA,1994,"09","06",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA021092","auto"
47,2019-07-11 13:06:27,"ESALQ","ESA","81955","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Mazine, F.F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.","555",NA,2002,"11","08",NA,NA,NA,"Brasil","Minas Gerais","Itacambira","BLOQUEADO",-43.3088989257812,-17.0646991729736,48089,NA,1250,1250,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, brácteas róseas, flores azuis","ESA081955","auto"
48,2019-07-11 13:06:27,"ESALQ","ESA","94498","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","267",NA,1997,"12","16",NA,NA,NA,"Brasil","São Paulo","Bom Sucesso de Itararé","BLOQUEADO",-49.1399993896484,-24.3099994659424,14955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta epífita. Folhas acinzentadas. Flores com bráctreas róseas. Botões arroxeados.","ESA094498","auto"
49,2019-07-11 13:06:27,"ESALQ","ESA","77293","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Forster, W.",2003,"04","18",NA,"Forster, W.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","422",NA,2000,"04","18",NA,NA,NA,"Brasil","São Paulo","Caraguatatuba","BLOQUEADO",-45.4099998474121,-23.6200008392334,30093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita crescendo a 2 metros no hospedeiro, inflorescência com brácteas roseas, corola branca","ESA077293","auto"
50,2019-07-11 11:50:40,"ESALQ","ESA","93071","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. Ex Sims.",NA,NA,NA,NA,NA,"Meireles, J.E. et al.","266",NA,2005,"03","26",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA093071","auto"
51,2019-07-11 11:50:40,"ESALQ","ESA","71560","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Forzza, R.C.",NA,NA,NA,NA,"Souza, J.P. et al.","1049",NA,1996,"12","19",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,-44.9599990844727,-23.0699996948242,38855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA071560","auto"
52,2019-07-11 11:50:40,"ESALQ","ESA","11846","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Ogawa, K.",NA,NA,NA,NA,"Souza, V.C. et al.","4154",NA,1993,"09","07",NA,NA,NA,"Brasil","São Paulo","Itararé",NA,-49.3400001525879,-24.1100006103516,27729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA011846","auto"
53,2019-07-11 11:50:40,"ESALQ","ESA","97458","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Breier, T.B.",NA,NA,NA,NA,"Rocca, M.A.","11",NA,2003,"11","03",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,-47.9199981689453,-24.3799991607666,34059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA097458","auto"
