"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
948,2019-09-20 18:03:34,"UFV","VIC","015681","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","1087",NA,1996,"01","12",NA,NA,NA,"Brasil","Minas Gerais","Sericita","PESB, Serra do matipó, trilha junto ao córrego São José em árvore isolada em área desmatada a cerca de 2 km da vila a cerca de 100 m de altitude.",-42.4818992614746,-20.4738998413086,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita planta em colônia abundante, brácteas cinzas, inflorescência compacta em frutifcação.","VIC015681","auto"
949,2019-09-20 18:03:34,"UFV","VIC","025961","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,1998,"01","15",NA,NA,NA,"Brasil","Minas Gerais","Fervedouro","PESB, Vale da pedra do cachorro Branco.",-42.2789001464844,-20.7255992889404,20038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita de brácteas florais róseas.","VIC025961","auto"
950,2019-09-20 18:03:34,"UFV","VIC","035397","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.","835",NA,2005,"02","11",NA,NA,NA,"Brasil","Minas Gerais","Muriaé","Pirapanema, Fazenda de Alexandre Baesso.",-42.3664016723633,-21.1305999755859,32715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta estaciona semidecidual-mata secundária, epifita na sombra a 3,5 m do solo, bráctea floral verde, já florida.","VIC035397","auto"
951,2019-09-20 18:03:34,"UFV","VIC","035345","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva, G.M.O.","8",NA,2010,"07","22",NA,NA,NA,"Brasil","Rio de Janeiro","Resende","Praça do centenário, Praça do centenário.426 m de altitude.",-44.4467010498047,-22.468900680542,36089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ocorre em epífita em área de insolação direta e pequena parte do dia. Pendão e frutos já esverdeados, sépalas amareladas e pétalas esverdeadas já fechadas, folhas de aspecto liso sem espinhos.","VIC035345","auto"
952,2019-09-20 18:03:34,"UFV","VIC","011340","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Oliveira, J.R.V.","s.n.",NA,1992,"02","15",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Recanto da Cigarra, Mata Próximo as bandeiras.",-42.8819007873535,-20.7539005279541,13937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva epífita de frloes roxas de brácteas rosas,trabalho prático de bve 230.","VIC011340","auto"
953,2019-09-20 18:03:34,"UFV","VIC","028634","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Sartori, M.A.; et al.","535",NA,2003,"08","30",NA,NA,NA,"Brasil","Minas Gerais","Congonhas","RPPN da FERTECO, Companhia Vale do Rio Doce.",-43.8577995300293,-20.4997005462646,16368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva epífita, planta de 15 cm, ambiente de floresta de galeria a 2/3 m de altura. Folhas verde acinzentadas, br#?#cteas floraias vermelha, sépalas lilás e pétalas azul.","VIC028634","auto"
954,2019-09-20 18:03:34,"UFV","VIC","037997","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.","1969",NA,2012,"09","14",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Santuario de piedade, 1682 m de altitude.",-43.6697006225586,-19.8799991607666,22051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campo rupstre quartizitico, afloramento rochoso, epífita, folha verde acinzentada, brácteas escapal rosácea pétala roxa.","VIC037997","auto"
955,2019-09-20 18:03:34,"UFV","VIC","034793","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Paixão-Souza, B.; Guarçoni, E.","73",NA,2011,"07","06",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Capanema",-43.5080986022949,-20.2875003814697,44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em final de floração.","VIC034793","auto"
956,2019-09-20 18:03:34,"UFV","VIC","31928","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Ribeiro, O.B.C.",2008,"08","19",NA,"Ribeiro, O.B.C.","213",NA,2008,"08","19",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Serra de Capanema",-43.4152984619141,-19.959400177002,33136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rupícola em afloramento rochoso, quartizito.","VIC031928","auto"
957,2019-09-20 18:03:34,"UFV","VIC","037999","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.","1970",NA,2012,"09","20",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Capanema, 1500 m de altitude.",-43.5080986022949,-20.2875003814697,44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campo rupestre quartizitico- mata de galeria,epiftico, folha verde ainzentada, brácteas escapal rosáceae, bráctea floral rosácea, sépala e pétala rosáceas.","VIC037999","auto"
958,2019-09-20 18:03:34,"UFV","VIC","026467","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; et al.","s.n.",NA,2001,"12","05",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de itatiaia",-43.5080986022949,-20.2875003814697,44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífta , brácteas escapais cinza esverdeada e rosada na base, brácteas florais rosa com ápice cinza esverdeado, sépalas rosas, pétalas violetas.","VIC026467","auto"
959,2019-09-20 18:03:34,"UFV","VIC","026452","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; Goldschmidt, A.","s.n.",NA,2000,"12","10",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de itatiaia",-43.5080986022949,-20.2875003814697,44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em mata de galeria.","VIC026452","auto"
960,2019-09-20 18:03:34,"UFV","VIC","026451","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; Goldschmidt, A.","s.n.",NA,2000,"10","10",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de itatiaia",-43.5080986022949,-20.2875003814697,44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita de pétalas roxas.","VIC026451","auto"
961,2019-09-20 18:03:34,"UFV","VIC","026201","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva.;","159",NA,2001,"04","25",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, ciófila.","VIC026201","auto"
962,2019-09-20 18:03:34,"UFV","VIC","026202","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva.;","167",NA,2001,"04","25",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em mata de galeria, atras das torres, ciófila, flores coletadas em 11.12.2001, quando florescem.","VIC026202","auto"
963,2019-09-20 18:03:34,"UFV","VIC","026203","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva.;","171A",NA,2001,"06","09",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita com frutos.","VIC026203","auto"
964,2019-09-20 18:03:34,"UFV","VIC","026204","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva.;","171B",NA,2001,"12","11",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita de brotos, floresceu em cultivo.","VIC026204","auto"
965,2019-09-20 18:03:34,"UFV","VIC","027436","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"02","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas acinzentadas, brácteas esbranquiçadas de terço superior branco, flores polidisticas, subséssil, sépals elipticas, róseas, pétalas lilás, filetes esbranquiçados, estilete branco.","VIC027436","auto"
966,2019-09-20 18:03:34,"UFV","VIC","027435","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"05","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita de brácteas róseas, pétalas roxas.","VIC027435","auto"
967,2019-09-20 18:03:34,"UFV","VIC","027434","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"02","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas acinzentadas, brácteas esbranquiçadas com o terço superior branco, flores polidisticas, subséssil, sépalas elípticas, roseas, pétalas lilás, filetes esbranquiçados, estilete branco.","VIC027434","auto"
968,2019-09-20 18:03:34,"UFV","VIC","027427","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"02","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC027427","auto"
969,2019-09-20 18:03:34,"UFV","VIC","026205","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Silva.;","172",NA,2001,"06","09",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, heliófila, folhas avermelhadas, flores coletadas em 11.12.2001, quando florescem.","VIC026205","auto"
970,2019-09-20 18:03:34,"UFV","VIC","45225","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Pereira, A.F.S.; Tinti, B.V.","52",NA,2014,"06","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epifita","VIC045225","auto"
971,2019-09-20 18:03:34,"UFV","VIC","027429","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"12","19",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Após fios perpendiculares a entada, 2° entrada á direita da estrada.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em Asteraceae, floresta de Galeria.","VIC027429","auto"
972,2019-09-20 18:03:34,"UFV","VIC","027431","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"05","27",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Área 2.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em candeia, bracteas róseas, pétalas roxas.","VIC027431","auto"
973,2019-09-20 18:03:34,"UFV","VIC","038209","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; et al.","313",NA,2002,"09","21",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco-Área 2.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita de velozia, afloramento rochoso,herbácea, freguência de 7 individuos em raio de cerca de 5 m, folhas cinza esverdeado, sépala rosa claro, pétalas lilás, brácteas escapais roseas, brácteas florais rosa esbranquiçado, ocorre a 13","VIC038209","auto"
974,2019-09-20 18:03:34,"UFV","VIC","27428","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Paula, C.C. de",2003,"01","28",NA,"Paula, C.C. de","s.n.",NA,2002,"01","25",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Lado direito da estrada após a linha de transmissão elétrica.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, floresta de galeria, pétalas azul escuro, bráctea escapal branca, bracteas superiores rosa claras.","VIC027428","auto"
975,2019-09-20 18:03:34,"UFV","VIC","027430","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"01","25",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Lado direito da estrada após as linhas de transmissão elétrica, entrada para área de camping.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, floresta de galeria, pétalas azuis, bracteas florais rosáceas.","VIC027430","auto"
976,2019-09-20 18:03:34,"UFV","VIC","027433","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.","s.n.",NA,2002,"04","11",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Lado direito da estrada próximo as antenas, em afloramento rochosos.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em velozia, brácteas róseas, em frutificação.","VIC027433","auto"
977,2019-09-20 18:03:34,"UFV","VIC","034804","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.; et al.","1479",NA,2010,"10","08",NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Próximo as torres de Telefonia.",-43.6918983459473,-20.5207996368408,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campo rupestre quartizitico, epífita sobre Vellozia sp. 5 individuos sendo 2 floridos a ca de 1,5 m do chão. Folhas cinéreas, pétalas roxas.","VIC034804","auto"
978,2019-09-20 18:03:34,"UFV","VIC","038668","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarconi, E.; Scatinga, A.V.","1950",NA,2012,"07","21",NA,NA,NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral, Fazenda do Joãozinho.",-44.1800003051758,-17.8733005523682,42854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva epífita de flhas acinzentadas, inflorescência seca.","VIC038668","auto"
979,2019-09-20 18:03:34,"UFV","VIC","035405","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.","353",NA,2002,"07","17",NA,NA,NA,"Brasil","Minas Gerais","Ervália","Serra do careço, 1122 m de altitude.",-42.6571998596191,-20.8400001525879,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Estadual semidecidua-epífita.","VIC035405","auto"
980,2019-09-20 18:03:34,"UFV","VIC","34485","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Guarçoni, E.; Paixão B.","1651",NA,2011,"05","22",NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Cabeça do elefante.",-43.7144012451172,-19.1688995361328,26557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de galeria, em frutificação.","VIC034485","auto"
981,2019-09-20 18:03:34,"UFV","VIC","034792","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"Paixão-Souza, B.; Guarçoni, E.","71",NA,2011,"05","22",NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Trilha para pedra do elefante.",-43.7144012451172,-19.1688995361328,26557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita , em fruto.","VIC034792","auto"
982,2019-09-20 18:03:34,"UFV","VIC","026469","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","s.n.",NA,2002,"03","19",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Vila Gianetti, Projeto gravatá.",-42.8819007873535,-20.7539005279541,13937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Escapo vinho , brácteas escapais inferiores lilás na bainha e verde cinzento no restante, brácteas florais lilás, sépalas lilás e pétalas azuis.","VIC026469","auto"
983,2019-09-20 18:03:34,"UFV","VIC","026468","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims",NA,NA,NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","s.n.",NA,2002,"03","19",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Vila Gianetti, Projeto gravatá.",-42.8819007873535,-20.7539005279541,13937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas escapais verde acinzentado no ápice e o restante vinho claro, brácteas florais rosadas, sépalas amareladas na base e rosadas no restante, pétalas roxas.","VIC026468","auto"
984,2019-08-21 14:21:51,"UFSC","CTBS","3432","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Kohler, M.C.",2015,"11","08",NA,"Kohler, M.C.C.P.","31",NA,2015,"11","08",NA,NA,NA,"Brasil","Santa Catarina","Ponte Alta do Norte","Rio da Pedra",-50.4644012451172,-27.1583003997803,22632,NA,NA,NA,NA,NA,NA,NA,NA,"CTBS 3432",NA,NA,"Ambiente arejado, em simbiose com uma árvore",NA,"auto"
985,2019-05-31 12:49:26,"UFMS","CGMS","36883","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Elton Leme",NA,NA,NA,NA,"L.M.M. Arakaki; J.R. Fabri; W.S. Covre",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Local do Projeto Casadinho. Fazenda Retiro Conceição.",-57.8824996948242,-21.6989002227783,185577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGMS106629","auto"
986,2019-05-31 12:49:26,"UFMS","CGMS","29743","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","R.F. Monteiro",NA,NA,NA,NA,"A.K.D. Salomão; A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda flores.",-57.8824996948242,-21.6989002227783,185577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CGMS105912","auto"
987,2018-08-31 18:22:51,"UFS","ASE","1432","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Versioux & sousa",2014,NA,NA,NA,"Marlúcia","14",NA,1981,"09","26",NA,NA,"Southern America","Brasil","Sergipe","Japoatã",NA,-36.800833,-10.346944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"epífita sobre leguminosa com 8m. Com flores lilases e brácteas róseas.; epífita sobre leguminosa com 8m. Com flores lilases e brácteas róseas.; Cerrado agrupado","ASE0007522",NA
988,2018-08-31 18:22:51,"UFS","ASE","14762","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Melo, DS",2009,"03","20",NA,"Melo, DS; Nascimento - Júnior, JE; Costa, SM; Mariano, D","25",NA,2009,"03","20",NA,NA,"Southern America","Brasil","Sergipe","Lagarto","Mata de Doutor João",-37.628611,-10.863611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; frutos verdes; limbo foliar curvo no ápice.; Epífita; frutos verdes; limbo foliar curvo no ápice.; Caatinga","ASE0007532",NA
989,2018-08-31 18:22:51,"UFS","ASE","14770","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Melo, DS",2009,"07","14",NA,"Melo, DS; Machado, WJ","33",NA,2009,"07","14",NA,NA,"Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia",-37.690283,-9.798472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; fruto seco.; Epífita; fruto seco.; Caatinga","ASE0007533",NA
990,2018-08-31 18:22:51,"UFS","ASE","15551","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Carregosa, T",2010,"01","07",NA,"Nascimento - Júnior, JE; Nascimento - Júnior, JE","701",NA,2010,"01","07",NA,NA,"Southern America","Brasil","Sergipe","Poço Verde","Reserva Legal do Assentamento Santa Maria da Lage.",-38.183333,-10.708333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASE0007536",NA
991,2018-08-31 18:22:51,"UFS","ASE","16899","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Melo, DS",2010,"09",NA,NA,"Machado, WJ; Gomes, LA; Santos, V; Jesus, JB","213",NA,2010,"02","09",NA,NA,"Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia",-37.690283,-9.798472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brejo de Alitude","ASE0007539",NA
992,2018-08-31 18:22:51,"UFS","ASE","29425","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander",NA,NA,NA,NA,NA,"Farias, MCV; Santos, E; Costa, AF; Saka, MN","362",NA,2013,"04","11",NA,NA,"Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda de Zezé Rocha",-37.694056,-11.047111,NA,NA,198,198,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de transição .","ASE0001005",NA
993,2018-08-31 18:22:51,"UFS","ASE","30395","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Prennazi, LG",2014,"02",NA,NA,"Santana, JP; Matos, GMA; Santos, E; Freire, GS","91",NA,2014,"01","17",NA,NA,"Southern America","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Mata do Dr. João.",-37.628611,-10.863611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frutos esverdeados.; Área de transição.","ASE0001842",NA
994,2018-08-31 18:22:51,"UFS","ASE","17649","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Versioux & sousa",2014,"01",NA,NA,"Prata, AP; Machado, WJ; Silva, ACC; Marroquim, PMG; Junior, FCN; Santos, EL","2181",NA,2010,"01","30",NA,NA,"Southern America","Brasil","Sergipe","Tobias Barreto","Serra dos Macacos, Povoado Macacos.",-37.5953,-11.1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pétalas amarelas, sépalas com detalhes marrom.; Pétalas amarelas, sépalas com detalhes marrom.","ASE0007540",NA
995,2018-08-31 18:22:51,"UFS","ASE","13703","S","Plantae","Angiosperma",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Versioux & sousa",2014,"01",NA,NA,"Silva, AC","236",NA,2008,"11","15",NA,NA,"Southern America","Brasil","Sergipe","Maruim","Mata dentro de uma fazenda",-37.0454,-10.4416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita. Folhas verdes fosco-camurçadas. Bráctea verde. Flores verdes.; Epífita. Folhas verdes fosco-camurçadas. Bráctea verde. Flores verdes.","ASE0007530",NA
